Clean_Text;Label
ppkm level jawa bal polres pasuruan kota polres pasuruan kota instansi kait laksana operasi;netral
sikap citilink ppkm level nataru batal;netral
reyna malam tidur bareng emak ppkm;netral
lt vero expobandung expojogja jadwal expo krna takut bijak ppkm beru;netral
ppkm nataru laku batas giat masyarakat ppkm natal laku;positif 
ppkm sii;netral
malming jogja luamayan asyik gada ppkm stay barat malioboro beri harap palsu masalah;netral
damin info sumatera barat ppkm tanggal keateh iyo masuk padang syarat baok;netral
jalan jalan kenal produk situasi ppkm biaya;netral
ppkm level jawa bal polres pasuruan kota polres pasuruan kota instansi kait laksana op;positif 
nasional satgas terap ppkm sesuai level kabupaten nataru;positif 
polres tulungagung satgas gelar patroli gabung wujud ppkm level;positif 
ppkm level batal wakil presiden ajak kampanye spice up world;positif 
ppkm level batal atur baru natal laku dec jan info leng;netral
ppkm batal libur lanjur dibatalin yauda nonton film spe;netral
patuh protokol ppkm cegah bersamacegahcovid disiplincegahcorona polriajakcucitangan;positif 
patuh protokol ppkm cegah bersamacegahcovid disiplincegahcorona polriajakcucitangan;positif 
taekook tahu vkook ppkm jeonvk langgar atur ppkm nekat jual nasi goreng;negatif 
fikir ppkm kurang nambah omicron lihat tau omikrolet padah;netral
personil lantas polres sibolga laksana giat ppkm mikro himbauan protokol sehat;positif 
move billkin ppkm judul;netral
giat patroli rutin kapal pol viii laksana himbauan kait cegah sebar;positif 
ppkm level wako banjar kunjung objek wisata;netral
ras masif wna china berb;netral
acara kaji komuji maiyah kenduri cinta dengerin ceramah kh;netral
ppkm level batal siap jalan libur teman teman mobil cek yuk kece;netral
ppkm rencana tanggal;netral
buru ppkm;netral
ppkm mohon jogja;netral
imelaksanakan patroli woro woro operasi masker patuh himbauan masyarakat intruk;positif
laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks;positif
malas jalan restoran ppkm jadiin ide ngedate nam;netral
laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks;positif
laksana patroli woro woro operasi masker patuh himbauan masyarakat intruks;positif 
abis tanggal kena ppkm;netral
ppkm level batal duduk jabodetabek;netral
wkwkwkwkwkwkwkwkwkwkwk ppkm wey;netral
gara ppkm takut ribet jalan;netral
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif 
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif 
tanggal ppkm siiiiii;netral
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
ppkm level polres pulau ribu giat awas prokes cek scan barcode peduli lindung tumpang kapal;positif
waw murah banget ppkm;netral
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif 
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif 
ppkm batal bisnis pcr lancar jaya hahahay;negatif 
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif 
cegah sebar polres pulau ribu polsek jajar himbau prokes bagi masker warga;positif 
ppkm level kkryd edukasi himbauan prokes wilayah camat tembalang kota semarang;positif 
post antisipasi lonjak makassar terap ppkm level has been published on;positif
koramil tawangmangu tanggal desember serma susilo laksana patrol;positif 
bicara omnicron ppkm longgar gilir islam;negatif 
koramil tawangmangu tanggal desember serma susilo laksana patrol;positif
bina satpam pt subang autooomp indonesia rangka ppkm level kabupaten subang;netral
koramil tawangmangu tanggal desember serka saswoko laksana patroli tega disiplin protok;positif
koramil tawangmangu tanggal desember serka saswoko laksana patroli tega disiplin protok;positif
koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak;positif
koramil tawangmangu tanggal desember serma firman laksana patroli tega disi;positif
koramil tawangmangu tanggal desember serma firman laksana patroli tega disi;positif
koramil tawangmangu tanggal desember serma firman laksana patroli tega disi;positif
koramil tawangmangu tanggal desember serma firman laksana patroli tega disi;positif
koramil tawangmangu tanggal desember serka saswoko laksana patroli tega disiplin protok;positif
kampanye selamat patuh prokes bagi masker dagang kaki jalan letjend su;positif
koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak;positif
koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak;positif
koramil tawangmangu tanggal desember serka saswoko laksana patroli tega disiplin protok;positif
koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak;positif
koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak;positif
kampanye selamat patuh prokes bagi masker guna jalan jalan letjend suprap;positif
kampanye selamat patuh prokes bagi masker guna jalan jalan letjend suprap;positif
kampanye selamat patuh prokes bagi masker guna jalan jalan letjend suprap;positif
tunda pusat ppkm level paham bong nungguin nont;netral
nataru satgas terap ppkm sesuai level kabupaten;positif 
ppkm panjang roadtoshopee besoktxtdishopee sobatshopeexmoa;netral
giat sinergitas polri instansi kait laksana rekayasa jalur atur mobilitas;positif 
koramil tawangmangu tanggal desember serda eko yulianto laksana patroli tegak;positif 
harap bantu beras gratis bantu ringan beban masyarakat dampak;positif 
giat bagi bantu sosial rawan bagi indonesia sehat indonesia hebat sosial;positif 
natal aman ppkm coba islam undur;negatif 
ppkm program promo kredit multiguna dapetin bunga ringan plus cashbacknya cuan modal bpkb kend;netral
giat ppkm lantas polres prabumulih sabtu desember jalan padat karya kawasan tertib protokol seh;positif 
giat ppkm lantas polres prabumulih sabtu desember jalan padat karya kawasan tertib protokol seh;positif 
wktu sekolah prnah ajar ppkm bhasa;netral
personil polsek srandakan pimpin kanit lantas akp isdiyanto laksana giat kryd ppkm level antisipasi cura;positif 
post ppkm level batal danny ketat prokes makassar has been published on;positif 
repost giat larang raya libur natal perintah;netral
tagar kaya kawan ppkm protes susah ppkmhanyauntukmuslim;negatif 
tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka;positif 
patroli ppkm kryd himbauan prokes pimpin iptu munaji sh polriadaptasikebiasaanbaru;positif 
ppkm ajg;negatif 
turun level ppkm kunjung wisata owabong purbalingga geliat;netral 
cari stimulus respon nataru ppkm batal ekonomi;netral 
cabang weekend banking operasional situasi kondusif info lan;netral
selamat siang effy layan kantor cabang weekend banking hubung tanggap;netral
gaji tunjang pegawai pt angkasa pura tunda rencana pensiun;netral
dewan kunker jombang ppkm darurat wabup astaghfirullah;netral
ppkm;netral
ber do mudah idul fitri atur ppkm;netral 
puan maharani harap bijak putus soft perintah sikap eufor;netral
raya nataru terap ppkm patut syukur kondisi indonesia;netral
ppkm muslim;netral
tahu sahabat rilis atur ajar periode jelang;netral
tanggal personil polsek tanjung beringin laksana giat sekat ppkm mikro pos;positif 
ppkm gajadi awas;netral
level ppkm sesuai kondisi wilayah atur batas laku jalan pe;netral
tanggal personil polsek tanjung beringin laksana giat sekat ppkm mikro pos;positif 
jakarta lanjur rilis kepgub ppkm level serentak batal wakil gubernur bilang nasional;netral
kata ppkm; netral
tanggal personil polsek tanjung beringin laksana giat ppkm mikro pasar tradisi;positif 
tarik;netral
tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka;positif 
rangka sukses bijak perintah ppkm mikro jajar polres cilacap sinergi;positif 
tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka;positif 
mendagri tito karnavian revisi atur ppkm level nataru baca atur lengkap jelang nataru cnnindo;netral 
nayyyy rumah ppkm irit uang;netral
tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka;positif 
mendagri tito karnavian revisi atur ppkm level nataru baca atur lengkap jelang nataru;netral
tanggal personil polsek tanjung beringin laksana giat ops yustisi rangka;positif 
buseeeetttt panjang ppkm;negatif
cegah mobilitas anak anak libur natal mending libur tunda hap;positif 
kukar jajar polres kuta kartanegara bagi bantu sosial bansos;positif 
aman sesuai level ppkm daerah;netral
promo harga kamar laku;netral
aman sesuai level ppkm daerah;netral
promo harga kamar laku;netral
moga bentur ppkm;netral
ppkm level nataru batal kunjung mal target;positif 
ppkm level batal moga hibur wisata tutup dasar libur lebaran wisata;positif 
selamat pagi salam subuh moga weekend ceria salon ppkm;netral 
moga indonesia bebas nataru ppkm tuju cegah bobol trilyunan;positif 
balikpapan ahdjdk pulkam ppkm nataru;netral
dasar timbang perintah batal ppkm level libur natal;netral
bktm kel ngronggo aiptu aris had linmas tugas posko ppkm kel ngronggo bagi masker;positif 
omicron dideclare less severe atas klinik ppkm cabut kena;netral 
babinsa kel tipes surakarta ketat ppkm grosir lotte mart;positif 
jarang chat ipar suruh pulang lebaran aneh pulang;netral
ppkm level nataru batal juta prediksi mobilitas newnormal lawancovid;positif 
berita leceh laku iblis ppkm nataru harga minyak lambung sebentar natal imlek;negatif 
ppkm level batal perintah baru atur laku periode nataru daftar atu;netral 
ppkm desember januari dicancel rencana batal gakk;netral
ppkm level batal pertamina jamin sedia bbm libur nataru;positif 
ppkm talk malam banget udara lupa atur ingat tinggal;netral
kabupaten kota jawa bal masuk ppkm level rinciannya idxchannel;netral
lukut bkin ppkm;netral
patroli gabung rangka jaga kondusifitas aman tega disiplin prokes laku;positif 
polsek pesantren bhabinkamtibmas ketam aiptu chambali tugas ppkm himbauan warga aga;positif 
ppkm raya umat agama maklum nasakom hati raya hebat ibl;netral
tau antigen masalah coba baca berita kemarin ppkm jawa bal waji;netral
bktm pakelan aipda beni mp sambang posko ppkm mikro lurah bintibmas tugas posko ppkm seka;netral
ramal ppkm diumumin minggu natal suprise;netral
giat ganjil genap putar jalan ahmad yani rangka ppkm level;positif 
dengar ditv berita rv lupa bicara bilang sepe;netral
ppkm ppkm anjir kaga mudikkkkkk;negatif 
nyata perintah ppkm level ganti ketat syarat jalan;positif 
patriatoday pemkotblitar klaster sekolah ajar tatap muka ptm batas ber;netral
sambang desa desa wilayah camat nguter putar pasar tradisional edukasi kait;positif
sambang desa desa putar wilayah camat mojolaban pasar pasar tradisional edukasi;positif 
awas aktifitas warga masyarakat wilayah grogol laksana prokes ppkm level;positif 
operasi yustisi tega prokes warga tawangsari beraktifitas rumah giat;positif 
polsek babelan pimpin padal iptu nano indratno mm laksana ops yustisi ppkm level cegah sebar;positif 
jon maklum efek ppkm;netral 
polsek pesantren bhabinkamtibmas banar aiptu mashudi tugas ppkm babinsa kel banar serka baroji;netral 
batal ppkm level kaji;netral 
ppkm level batal satgas buleleng maksimal edukasi;positif 
moeldoko ppkm level batal presiden longgar tekan prokes;netral 
ppkm level batal perintah baru atur laku periode nataru daf;netral
kemarin lihat share ktny ganti nama ppkm lvl;netral
nataru skenario lonjak ppkm jilid idul adha pokok;netral
sedih pebulutangkis indonesia berangkat juara dunia menkomarves lbp putus per;netral
patroli himbauan tegur masyarakat milik usaha rangka ppkm level wilayah;netral
cebong ributin batal tim real madrid juve barca main jis junjung koar koar;netral
inmendagri kait ganti ppkm level sekolah sd libur;positif 
ppkm level batal;netral
turun drastis banding ppkm kemarin konfirmasi hari capai puluh rib;positif 
satgas terap ppkm sesuai level kabupaten nataru;positif 
kapolsek singkawang barat pimpin patroli ppkm kryd himbuan patuh prokes polriadaptasikebiasaanbaru;positif 
jelang raya natal nataru mobilitas masyarakat tingkat untu;netral
jelang raya natal nataru mobilitas masyarakat tingkat untu;netral
jelang raya natal nataru mobilitas masyarakat tingkat untu;netral
jelang raya natal nataru mobilitas masyarakat tingkat untu;netral
giat terap protokol sehat ppkm kumhampasti ditjenpas;netral
mobilitas masyarakat tingkat atas perintah bijak;positif 
bagus atur terap ppkm level kendali logis;positif 
tes telusur banding batal ppkm level;netral 
kota ppkm;netral 
ppkm hilang jual kawan kawan usaha bol;negatif 
bijak gas rem ppkm level jelang libur nataru batal sesuai kembang data kini;netral
dprd sayang pekanbaru ppkm level;netral
putus kasihan bal provinsi andal bisnis pariwisata ppkm;netral
dprd sayang pekanbaru ppkm level;netral
poko lagu mcd revisi ppkm jawa timur;netral
sakit pnyakit memng akibat mati;netral
ppkm level batal bantah batal laksana agan;negatif 
ngapain ppkm level jalan karantina hukumanya ringan alas sopan;netral
ppkm batal bisnis pcr;negatif
umum ppkm level eva chaniago full youtube;netral
ops yustisi himbauan laksana ppkm level pasart wilayah camat padas;positif
laksana protokol sehat ketat sesuai deng;positif
kabar video replay efektivitas ppkm darurat ppkmdarurat lonjakancovid;netral
polsek jabiren raya bagi masker warga ppkm;positif
peduli sehat polsek jabiren raya bagi masker warga ppkm;positf
giat ppkm polsek jabiren raya bagi masker warga;positif
ppkm level batal perintah baru atur laku periode nataru daf;netral
natal geser kaya maulid turun omnicorn ramadhan;netral
dukung giat ppkm polsek jabiren raya bagi masker warga;positif
wis ppkm;netral
dukung giat ppkm polsek jabiren raya bagi masker warga;positif
idul fitri laku luhut klaim antibodi warga ppkm;netral
susah tinggal katantina baik bayar mikir;netral
ppkm batal mudik gratis nataru tiada;netral
tuju idul adha kasih ppkm rajalela puj;netral
haru tanggal desember jam tempat area mapolsek pasar rebo jakarta timur;netral
mimim salah caption hahahahahahha beneran table manner ppkm;netral
ppkm dibatalin kmn;netral
ajeee gilaaaa ppkm pergi tikus main jalan manja dapur;negatif
gada ppkm level gada libur;netral
ppkm kawan sistea eit resah ruma;netral
erti perintah laku ppkm level level khusus nataru gaji;netral
anies laku ppkm level nataru jakarta konsisten;positif
ppkm level batal libur sekolah kota cimahi mundur;netral
ppkm level serentak batal tangsel masuk level sebab;netral
adil masa ppkm level;netral
kebasen desember kaspk unit iii aiptu mislan anggota samapta aipda trisna agung giat patroli mal;positif
batal ppkm natal ppkm laku;netral
humas polres lahat rabusabtu tanggal desember personil polsek jara laksana kryd antisipasi;positif
